"","Pynam","pycomnam","MODCAT","GENCAT","GenSci","GenCom","ANALCAT","AnalSci","AnalCom","COLLCAT","CollSci","Collcom"
"131","CARDIIDAE","COCKLES","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"132","CARDIIDAE SHELL","COCKLE SHELL","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"133","CERASTODERMA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"134","CERASTODERMA PINNULATUM","NORTHERN DRAWF-COCKLE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"135","CLINOCARDIUM CILIATUM","HAIRY COCKLE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"136","LAEVICARDIUM SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"137","LAEVICARDIUM LAEVIGATUM","EGG COCKLE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"138","LAEVICARDIUM PICTUM","PAINTED EGGCOCKLE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"139","DINOCARDIUM ROBUSTUM","ATLANTIC GIANT COCKLE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"140","CYCLOCARDIA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"141","CYCLOCARDIA BOREALIS","NORTHERN CYCLOCARDIA","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"142","MYA ARENARIA","SOFTSHELL CLAM","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"143","LUCINIDAE","LUCINES","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"144","MACTRIDAE","SURFCLAMS, DUCKCLAM, AND GAPERS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"145","MULINIA LATERALIS","DRAWF SURFCLAM","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"146","SPISULA SP","SPISULA SP","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"147","SPISULA SP VISCERA",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"148","SPISULA SOLIDISSIMA","ATLANTIC SURFCLAM","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"149","SPISULA SOLIDISSIMA VISCERA","SURFCLAM VISCERA","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"150","SPISULA POLYNYMA","STIMPSON'S CLAM","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"151","MACTROMERIS POLYNYMA","ARCTIC SURFCLAM","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"152","SOLENIDAE","RAZOR AND JACKNIFE CLAMS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"153","SOLENIDAE SIPHON","RAZOR CLAM SIPHONS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"154","SOLENIDAE SHELL","RAZOR AND JACKNIFE CLAM SHELL","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"155","SOLENIDAE VISCERA","RAZOR AND JACKNIFE CLAMS VISCERA","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"156","ENSIS SP","ENSIS SP","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"157","ENSIS DIRECTUS","ATLANTIC JACKNIFE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"158","SILIQUA COSTATA","ATLANTIC RAZOR","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"159","SOLEN VIRIDIS","GREEN JACKKNIFE","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"160","TELLINIDAE","MACOMA, TELLEN, AND FAT-TELLEN CLAMS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"161","STRIGILLA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"162","TELLINA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"163","TELLINA AGILIS","NORTHERN DRAWF-TELLIN","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"164","THYASIRA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"165","MERCENARIA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"166","LYONSIIDAE",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"167","LYONSIA SP",NA,"BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","BIVALV","BIVALVIA","CLAMS, MUSSELS","BIVALV","BIVALVIA","CLAMS, MUSSELS"
"168","BLENNIIDAE","COMBTOOTH BLENNIES","SDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","BLEFAM","BLENNIDAE","BLENNY UNCLASSIFIED"
"169","BLOWN","BLOWN STOMACH","BLOWN","BLOWN","BLOWN","BLOWN","BLOWN","BLOWN","BLOWN","BLOWN","BLOWN","BLOWN"
"170","BOTHIDAE","LEFTEYE FLOUNDERS","LDEM","FISH","FISH","FISH","BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS","BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS"
"171","BOTHUS SP",NA,"LDEM","FISH","FISH","FISH","BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS","BOTHSP","BOTHUS SP",NA
"172","BRACHIOPODA","LAMP SHELLS","BENINV","BRACHI","BRACHIOPODA","BRACHIOPODA","BRACHI","BRACHIOPODA","BRACHIOPODA","BRACHI","BRACHIOPODA","BRACHIOPODA"
"173","RHYNCHONELLIDAE",NA,"BENINV","BRACHI","BRACHIOPODA","BRACHIOPODA","BRACHI","BRACHIOPODA","BRACHIOPODA","BRACHI","BRACHIOPODA","BRACHIOPODA"
"174","BREVOORTIA TYRANNUS","ATLANTIC MENHADEN","SPEL","FISH","FISH","FISH","CLUFAM","CLUPEIDAE","HERRINGS","BRETYR","BREVOORTIA TYRANNUS","ATLANTIC MENHADEN"
"175","BROSME BROSME","CUSK","LDEM","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","BROBRO","BROSME BROSME","CUSK"
"176","BRYOZOA","BRYOZOANS","BENINV","BRYOZO","BRYOZOA","BRYOZOA","BRYOZO","BRYOZOA","FLOWER ANIMALS","BRYOZO","BRYOZOA","FLOWER ANIMALS"
"177","BUGULA SP",NA,"BENINV","BRYOZO","BRYOZOA","BRYOZOA","BRYOZO","BRYOZOA","FLOWER ANIMALS","BRYOZO","BRYOZOA","FLOWER ANIMALS"
"178","BUGULA TURRITA",NA,"BENINV","BRYOZO","BRYOZOA","BRYOZOA","BRYOZO","BRYOZOA","FLOWER ANIMALS","BRYOZO","BRYOZOA","FLOWER ANIMALS"
"179","DENDROBEANIA MURRAYANA",NA,"BENINV","BRYOZO","BRYOZOA","BRYOZOA","BRYOZO","BRYOZOA","FLOWER ANIMALS","BRYOZO","BRYOZOA","FLOWER ANIMALS"
"180","MUCRONELLIDAE",NA,"BENINV","BRYOZO","BRYOZOA","BRYOZOA","BRYOZO","BRYOZOA","FLOWER ANIMALS","BRYOZO","BRYOZOA","FLOWER ANIMALS"
"181","CAELORINCHUS CAELORHINCUS","SADDLED GRENADIER","LDEM","FISH","FISH","FISH","MACFAM","MACROURIDAE","GRENADIERS","CAECAE","CAELORINCHUS CAELORHINCUS","SADDLED GRENADIER"
"182","CALLIONYMIDAE","DRAGONET FISH","SDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","CALFA3","CALLIONYMIDAE","DRAGONET FISH"
"183","CALLINECTES SAPIDUS","BLUE CRAB","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CALSAP","CALLINECTES SAPIDUS","BLUE CRAB"
"184","CANCRIDAE","ROCK CRABS","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CANFAM","CANCRIDAE","CANCER CRABS"
"185","CANCER SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CANFAM","CANCRIDAE","CANCER CRABS"
"186","CANCER BOREALIS","JONAH CRAB","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CANFAM","CANCRIDAE","CANCER CRABS"
"187","CANCER IRRORATUS","ATLANTIC ROCK CRAB","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CANFAM","CANCRIDAE","CANCER CRABS"
"188","CAPRELLIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","CAPFA1","CAPRELLIDAE","CAPRELLIDAE"
"189","AEGINELLA SPINOSA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","CAPFA1","CAPRELLIDAE","CAPRELLIDAE"
"190","AEGININA LONGICORNIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","CAPFA1","CAPRELLIDAE","CAPRELLIDAE"
"191","CAPRELLA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","CAPFA1","CAPRELLIDAE","CAPRELLIDAE"
"192","CARANX SP","JACKS","LPEL","FISH","FISH","FISH","CARFAM","CARANGIDAE","JACKS","CARASP","CARANX HIPPOS","CREVALLE JACK"
"193","CARANX CRYSOS","BLUE RUNNER","LPEL","FISH","FISH","FISH","CARFAM","CARANGIDAE","JACKS","CARCRY","CARANX CRYSOS","BLUE RUNNER"
"194","CARANGIDAE","JACKS","LPEL","FISH","FISH","FISH","CARFAM","CARANGIDAE","JACKS","CARFAM","CARANGIDAE","JACKS"
"195","CARANX HIPPOS","CREVALLE JACK","LPEL","FISH","FISH","FISH","CARFAM","CARANGIDAE","JACKS","CARHIP","CARANX HIPPOS","CREVALLE JACK"
"196","CENTROSCYLLIUM FABRICII","BLACK DOGFISH","LDEM","FISH","FISH","FISH","SHARK","SHARK","SHARK","CENFAB","CENTROSCYLLIUM FABRICII","BLACK DOGFISH"
"197","CENTROPRISTIS STRIATA","BLACK SEA BASS","LDEM","FISH","FISH","FISH","SERFA2","SERRANIDAE","SEA BASSES","CENSTR","CENTROPRISTIS STRIATA","BLACK SEA BASS"
"198","CENTROPRISTIS SP",NA,"LDEM","FISH","FISH","FISH","SERFA2","SERRANIDAE","SEA BASSES","CENTS1","CENTROPRISTES SP",NA
"199","BRANCHIOSTOMA SP","AMPHIOXUS","PELINV","CHORD","CHORDATA","CHORDATA","CEPCHO","CEPHALOCHORDATA","LANCELETES","CEPCHO","CEPHALOCHORDATA","LANCELETES"
"200","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS","PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","CEPHAL","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS"
"201","CEPHALOPODA BEAKS","SQUID BEAKS","PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","CEPHAL","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS"
"202","TEUTHOIDEA GLADIUS","SQUID PEN","PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","CEPHAL","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS"
"203","TEUTHOIDEA","SQUIDS","PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","CEPHAL","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS"
"204","TEUTHOIDEA EGGS","SQUID EGGS","PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","CEPHAL","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS"
"205","CHAETOGNATHA","ARROW WORMS","PELINV","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","ARROW WORMS"
"206","SAGITTA SP",NA,"PELINV","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","ARROW WORMS"
"207","SAGITTA ELEGANS",NA,"PELINV","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","ARROW WORMS"
"208","SAGITTA MAXIMA",NA,"PELINV","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","CHAETOGNATHA","CHAETO","CHAETOGNATHA","ARROW WORMS"
"209","CHLOROPHTHALMUS AGASSIZI","SHORTNOSE GREENEYE","SDEM","FISH","FISH","FISH","CHLFAM","CHLOROPHTHALMIDAE","GREENEYES","CHLAGA","CHLOROPHTHALMUS AGASSIZI","SHORTNOSE GREENEYE"
"210","CHLOROPHTHALMIDAE","GREENEYES","SDEM","FISH","FISH","FISH","CHLFAM","CHLOROPHTHALMIDAE","GREENEYES","CHLFAM","CHLOROPHTHALMIDAE","GREENEYES"
"211","CHONDRICHTHYES","CARTILAGINOUS FISH","CHONDR","FISH","FISH","FISH","CHONDR","CHONDRICHTHYES","CARTILAGINOUS FISH","CHONDR","CHONDRICHTHYES","CARTILAGINOUS FISH"
"212","CHAULIODUS SLOANI","VIPERFISH","LPEL","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","CHUSLO","CHAULIODUS SLOANI","VIPERFISH"
"213","CIRRIPEDIA","BARNACLES","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","CIRRIP","CIRRIPEDIA","BARNACLES","CIRRIP","CIRRIPEDIA","BARNACLES"
"214","CIRRIPEDIA LARVAE","BARNACLE LARVAE","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","CIRRIP","CIRRIPEDIA","BARNACLES","CIRRIP","CIRRIPEDIA","BARNACLES"
"215","BALANUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","CIRRIP","CIRRIPEDIA","BARNACLES","CIRRIP","CIRRIPEDIA","BARNACLES"
"216","CITHARICHTHYS ARCTIFRONS","GULF STREAM FLOUNDER","LDEM","FISH","FISH","FISH","BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS","CITARC","CITHARICHTHYS ARCTIFRONS","GULF STREAM FLOUNDER"
"217","CITHARICHTHYS SP","WHIFF UNCL","LDEM","FISH","FISH","FISH","BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS","CITHSP","CITHARICHTHYS SP",NA
"218","CITHARICHTHYS MACROPS","SPOTTED WHIFF","LDEM","FISH","FISH","FISH","BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS","CITMAC","CITHARICHTHYS MACROPS","SPOTTED WHIFF"
"219","CLUPEIDAE","HERRINGS","LPEL","FISH","FISH","FISH","CLUFAM","CLUPEIDAE","HERRINGS","CLUFAM","CLUPEIDAE","HERRINGS"
"220","CLUPEIDAE SCALES","HERRING FISH SCALES","FISSCA","FISH","FISH","FISH","CLUFAM","CLUPEIDAE","HERRINGS","CLUFAM","CLUPEIDAE","HERRINGS"
"221","CLUPEA HARENGUS","ATLANTIC HERRING","CLUHAR","FISH","FISH","FISH","CLUFAM","CLUPEIDAE","HERRINGS","CLUHAR","CLUPEA HARENGUS","ATLANTIC HERRING"
"222","CLUPEA HARENGUS EGGS","ATLANTIC HERRING EGGS","FISEGG","FISH","FISH","FISH","CLUFAM","CLUPEIDAE","HERRINGS","CLUHAR","CLUPEA HARENGUS","ATLANTIC HERRING"
"223","CNIDARIA",NA,"BENINV","CNIDAR","CNIDARIA","CNIDARIA","CNIDAR","CNIDARIA","CNIDARIA","CNIDAR","CNIDARIA","CNIDARIA"
"224","CONGRIDAE","CONGER EELS","LDEM","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","CONFAM","CONGRIDAE","CONGER EEL - FAMILY"
"225","CONGER OCEANICUS","CONGER EEL","LDEM","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","CONOCE","CONGER OCEANICUS","CONGER EEL"
"226","COPEPODA","COPEPODS","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"227","CALANOIDA","CALANOID COPEPODS","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"228","CYCLOPOIDA","CYCLOPOID COPEPODS","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"229","HARPACTICOIDA","HARPACTICOID COPEPODS","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"230","ARGULUS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"231","CALANUS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"232","CALANUS FINMARCHICUS",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"233","CALIGUS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"234","CENTROPAGES SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"235","CENTROPAGES TYPICUS",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"236","HARPACTICIDAE",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"237","PENELLA SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"238","METRIDIA SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"239","CANDACIA SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"240","CANDACIA ARMATA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"241","CANDACIA NORVEGICA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"242","CYCLOPIDAE",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"243","RHINCALANUS CORNUTUS",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"244","PSEUDOCALANUS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","COPEPO","COPEPODA","COPEPODA","COPEPO","COPEPODA","COPEPODA"
"245","COTTIDAE","SCULPINS","SDEM","FISH","FISH","FISH","COTFAM","COTTIDAE","SCULPINS","COTFAM","COTTIDAE","SCULPINS"
"246","CRANGONIDAE",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"247","CRANGON SEPTEMSPINOSA","SEVENSPINE BAY SHRIMP","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"248","PONTOPHILUS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"249","PONTOPHILUS BREVIROSTRIS",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"250","PONTOPHILUS NORVEGICUS","NORWEGIAN SHRIMP","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"251","SABINEA SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"252","SABINEA SARSII","SARS SHRIMP","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"253","SABINEA SEPTEMCARINATA","SEVENLINE SHRIMP","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"254","SCLEROCRANGON BOREAS","SCULPTURED SHRIMP","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","DECAPO","DECAPODA","DECAPODA","CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"255","CRINOIDEA","SEA LILIES AND FEATHER STARS","BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","CRINOI","CRINOIDEA","SEA LILLY","CRINOI","CRINOIDEA","SEA LILLY"
"256","CRUSTACEA EGGS","CRUSTACEAN EGGS","OTHER","ARTHRO","ARTHROPODA","ARTHROPODA","CRUSTA","CRUSTACEA","CRUSTACEA","CRUEGG","CRUSTACEAN EGGS","CRUSTACEAN EGGS"
"257","CRUSTACEA LARVAE","CRUSTACEAN LARVAE","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","CRUSTA","CRUSTACEA","CRUSTACEA","CRULAR","CRUSTACEAN LARVAE","CRUSTACEAN LARVAE"
"258","CRUSTACEA SHRIMP","SHRIMP","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","CRUSTA","CRUSTACEA","CRUSTACEA","CRUSHR","CRUSTACEAN SHRIMP","CRUSTACEAN SHRIMP"
"259","CRUSTACEA SHRIMP LARVAE","CRUSTACEA SHRIMP LARVAE","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","CRUSTA","CRUSTACEA","CRUSTACEA","CRUSHR","CRUSTACEAN SHRIMP","CRUSTACEAN SHRIMP"
"260","CRUSTACEA",NA,"OTHER","ARTHRO","ARTHROPODA","ARTHROPODA","CRUSTA","CRUSTACEA","CRUSTACEA","CRUSTA","CRUSTACEA","CRUSTACEA"
"261","CRYPTACANTHODES MACULATUS","WRYMOUTH","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","CRYMAC","CRYPTACANTHODES MACULATUS","WRYMOUTH"
"262","CTENOPHORA","COMB JELLIES OR SEA WALNUTS","PELINV","CTENOP","CTENOPHORA","COMB JELLIES","CTENOP","CTENOPHORA","COMB JELLIES","CTENOP","CTENOPHORA","COMB JELLIES"
